capability_id,capability_name,source_evidenced,service_evidenced,endpoint_evidenced,real_data_evidenced,calculation_evidenced,test_evidenced,ui_evidenced,runtime_evidenced,passed_dimension_count,total_dimension_count,remaining_gaps,recalculated_status,priority,existing_coverage_state,data_state,last_verified_at
CAP-38A2585A38E0,Admin Registrations,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-ED7AC36DD2F2,Admin Trials,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E668719D9AD9,Alert Prefs Get,true,false,true,true,true,true,false,false,5,7,SERVICE|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-606E55E95DA2,Alert Prefs Payload,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-70F625B28F63,Alert Prefs Post,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2B9AC68DB1D6,Assert No Decision Mutation,true,true,false,true,false,true,true,false,5,7,ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-798893D4D6E0,Asset Decision,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-805630C7C819,Attach Report,true,true,false,true,false,true,true,false,5,7,ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-ED8397248098,Auth,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-63C8FEAE8B5B,Auth 2Fa Verify,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-538062400EBA,Auth Forgot,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-DA1498962CCC,Auth Login,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-81A7994FF55D,Auth Magic Link,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D2D57F714E79,Auth Magic Link Verify,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-DECAE45DE878,Auth Optional,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-367A94FB6D59,Auth Register,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-7E1F66F717A1,Auth Required,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A231BBA8D29D,Auth Required,true,true,true,true,true,true,false,true,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-235EF538DEF9,Auth Reset,true,false,true,true,false,true,true,false,5,7,SERVICE|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-1653A8452D19,Compute From Active Engine,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,SOURCE_IDENTIFIED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-E4B4728311F0,Decision Quality Public,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-935E1E26D22F,Dqsrisk State,true,false,false,true,false,true,true,false,4,7,SERVICE|ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-8189CA8761C9,Dynamic Quality Score,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-4515D5FBBBF3,Framework Adapter,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A34761515678,Framework Adapter,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D64F1CFB3F24,Framework Adapter,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D93913F10664,Framework Adapter,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-071618E88E83,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-0CE111E47411,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-10D53C6D7918,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-11BF5E282765,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-1736E39D1CE4,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-2CC212BF4F8E,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2CD69A7EA838,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-3965B46743DE,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-4804EA150D2F,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-538A80545E29,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-55015F233F5A,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-5B18901D1F22,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-636B50FAED04,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-6F83F74440AE,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-7A9637DD3A75,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-862CD297F1FD,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-8BCDCDA9FCED,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-8BFCC7DDCBE0,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-931E56E35D55,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-9F3B6AAA223B,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A57ECAABD0D2,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-A5C181808EF6,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-B167184CBF84,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B81607E6BCDB,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-BD19C45FECD0,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-C250957D114F,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-C514A0947E28,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-C8C94E7A8122,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-C95B03AE5FFB,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D0B86CD5E331,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D6102C7DC3C1,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D8194AB79967,Frontend Contract,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-E9D779AE5200,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F0AA44F7E81A,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F150D0BAA604,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F402D935EFF7,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-FA44BA71A8B0,Frontend Contract,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F6B5F7A0A680,Frontend Fields Api,true,false,true,true,true,true,true,true,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-9BE0DE3ADC89,Generate Report,true,true,false,true,false,true,true,false,5,7,ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-75CF22E0AFA6,Get Alert Prefs,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B89CF4208B10,Grade From Score,true,false,false,true,false,true,true,false,4,7,SERVICE|ENDPOINT|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-EEDDE460DD9C,Health,true,false,true,true,false,true,true,false,5,7,SERVICE|CALCULATION,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-4EB8C4DDA8E9,Market Type,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A1CD5A0B9B66,Market Type For,true,true,false,true,true,true,true,false,6,7,ENDPOINT,PARTIALLY_EVIDENCED,P0_CRITICAL,SERVICE_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-F8EDAA44375A,Markets,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-B742DDE3B851,Me Subscription,true,false,true,true,false,true,false,false,4,7,SERVICE|CALCULATION|UI,PARTIALLY_EVIDENCED,P0_CRITICAL,UI_PARTIAL,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-D0B77E088DEE,Ndsp Admin Actions Authoritative,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-3ACB19AAC8FC,Ndsp Admin Actions Bypass Old Middleware,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-C216A7C8548C,Ndsp Admin Actions Bypass Old Middleware,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-09B689D81772,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-0D4E2C940F8F,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-255A55D1B989,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-3E2090989150,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-43B04D28A46B,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-54AB364B10F5,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-77CF58DFBBF6,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-7F41666FC0D4,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-B25ABE2AD98F,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-BE5C7B84201D,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-C58E98CA2D3A,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-C8F6891BC250,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-F1EB25BD9898,Ndsp Admin Ui Proxy,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A1DBE2356637,Ndsp Api Compat Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-A323993993E5,Ndsp Api Compat Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-B2C76796BD6C,Ndsp Api Compat Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-B800EB18EDBC,Ndsp Api Compat Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-F66DBAC61596,Ndsp Api Compat Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-29DCBEF0D49C,Ndsp Nowpayments,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-70C19D24087E,Ndsp Nowpayments,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-7AF5F3CAE976,Ndsp Nowpayments,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-DBE4CDD3AB94,Ndsp Nowpayments,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_LIVE,2026-08-01T11:05:40.796869+00:00
CAP-0622719B013B,Ndsp Public Quality Unique,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-89CA79DDADE2,Ndsp Read Alert State,true,true,true,true,true,true,false,true,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T23:17:31Z
CAP-B227DA36FA9B,Ndsp Read Alert State,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,UI_PARTIAL,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-461745E841AB,Ndsp Trial Info,true,false,true,true,true,true,true,false,6,7,SERVICE,PARTIALLY_EVIDENCED,P0_CRITICAL,API_CONNECTED,REAL_SNAPSHOT,2026-08-01T11:05:40.796869+00:00
CAP-2D45C5C1A44B,Ndsp User Dashboard Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-0843B421B752,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-376A2E7311B7,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-3B516BFCFA39,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-50F4AF813A40,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
CAP-7B056D6FB736,Ndsp User Login Gateway,true,true,true,true,true,true,false,false,6,7,UI,PARTIALLY_EVIDENCED,P3_UI,API_CONNECTED,REAL_SNAPSHOT,2026-07-31T22:08:07Z
