capability_id,method,contract,url,exit_code,http_status,time_total,content_type,error,accepted
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9092/contract/status,0,404,0.007240,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9093/contract/status,0,404,0.003673,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9094/contract/status,0,404,0.002431,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:9095/contract/status,0,404,0.004764,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:19091/contract/status,0,404,0.003380,application/json; charset=utf-8,,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:34533/contract/status,7,000,0.000275,,curl: (7) Failed to connect to 127.0.0.1 port 34533 after 0 ms: Couldn't connect to server,false
CAP-8CF3F7EFFA7B,GET,/contract/status,http://127.0.0.1:57534/contract/status,7,000,0.000249,,curl: (7) Failed to connect to 127.0.0.1 port 57534 after 0 ms: Couldn't connect to server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:22/contract/status,1,000,0.014775,,curl: (1) Received HTTP/0.9 when not allowed,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:25/contract/status,1,000,0.001240,,curl: (1) Received HTTP/0.9 when not allowed,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:53/contract/status,7,000,0.000281,,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:80/contract/status,60,301,0.049766,text/html,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h",false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:443/contract/status,0,400,0.000761,text/html,,true
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:631/contract/status,0,404,0.001534,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:3000/contract/status,0,404,0.002331,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:3350/contract/status,7,000,0.000260,,curl: (7) Failed to connect to 127.0.0.1 port 3350 after 0 ms: Couldn't connect to server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:3389/contract/status,1,000,0.058959,,curl: (1) Received HTTP/0.9 when not allowed,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:5353/contract/status,7,000,0.000269,,curl: (7) Failed to connect to 127.0.0.1 port 5353 after 0 ms: Couldn't connect to server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:5432/contract/status,52,000,0.007503,,curl: (52) Empty reply from server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:5433/contract/status,52,000,0.008714,,curl: (52) Empty reply from server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:6379/contract/status,52,000,0.001595,,curl: (52) Empty reply from server,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:8097/contract/status,0,404,0.001916,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9001/contract/status,0,404,0.003962,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9002/contract/status,0,404,0.001875,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9017/contract/status,0,404,0.005040,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9019/contract/status,0,404,0.001674,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9020/contract/status,0,404,0.005064,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9021/contract/status,0,404,0.003426,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9022/contract/status,0,404,0.004042,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9023/contract/status,0,404,0.005352,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9024/contract/status,0,404,0.002325,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9027/contract/status,0,404,0.003547,text/html; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9028/contract/status,0,404,0.002166,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9029/contract/status,0,404,0.003311,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9030/contract/status,0,404,0.002078,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9031/contract/status,0,404,0.003806,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9033/contract/status,0,404,0.002986,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9034/contract/status,0,404,0.007770,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9041/contract/status,0,404,0.003926,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9044/contract/status,0,404,0.003330,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9047/contract/status,0,404,0.002708,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9057/contract/status,0,404,0.002068,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9061/contract/status,0,404,0.003167,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9062/contract/status,0,404,0.004104,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9064/contract/status,0,404,0.003812,application/json; charset=utf-8,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9065/contract/status,0,404,0.002263,application/json,,false
CAP-E739D717BE35,GET,/contract/status,http://127.0.0.1:9066/contract/status,0,404,0.004021,application/json,,false
