capability_id,capability_name,source_path,source_verified,runtime_service_declared,runtime_service_match,runtime_service_status,endpoint_contract,endpoint_status,successful_probe_url,data_state,real_data_verified,calculation_verified,test_evidence,test_verified,ui_evidence,ui_verified,runtime_verified,missing_evidence,unsafe_methods_not_executed
CAP-7E1F66F717A1,Auth Required,backend/auth_api/ndsp_api_compat_gateway.cjs,false,ndsp-api-compat.service,ndsp-api-compat.service,ACTIVE,GET /health|GET /api/account/trial|GET /api/packages|GET /api/markets|GET /api/alerts/status|GET /api/payments/status,RESPONSIVE,http://127.0.0.1:443/health,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|TEST|UI,
CAP-A231BBA8D29D,Auth Required,backend/ndsp_api_compat_gateway.cjs,true,ndsp-api-compat.service,ndsp-api-compat.service,ACTIVE,GET /health|GET /api/account/trial|GET /api/packages|GET /api/markets|GET /api/alerts/status|GET /api/payments/status,RESPONSIVE,http://127.0.0.1:443/health,REAL_SNAPSHOT,true,true,,false,,false,false,TEST|UI,
CAP-235EF538DEF9,Auth Reset,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,RESPONSIVE,http://127.0.0.1:443/contract/status,UNKNOWN,false,false,,false,,true,false,SERVICE|REAL_DATA|CALCULATION|TEST,POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|POST /auth/forgot|POST /auth/reset|POST /account/activate|POST /payments/checkout|POST /payments/webhook|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|POST /admin/registrations/{registration_id}/decision|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|POST /auth/forgot|POST /auth/reset|POST /account/activate|POST /payments/checkout|POST /payments/webhook|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|POST /admin/registrations/{registration_id}/decision|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject
CAP-1653A8452D19,Compute From Active Engine,backend/app/api/ndsp_public_quality_unique.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/ndsp/public/decision-quality|GET /api/ndsp/public/decision-quality,RESPONSIVE,http://127.0.0.1:443/api/ndsp/public/decision-quality,UNKNOWN,false,true,,false,,false,false,SOURCE|SERVICE|REAL_DATA|TEST|UI,
CAP-E4B4728311F0,Decision Quality Public,backend/app/api/decision_quality_public.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/decision/quality,RESPONSIVE,http://127.0.0.1:443/api/decision/quality,UNKNOWN,false,true,,false,,true,false,SOURCE|SERVICE|REAL_DATA|TEST,
CAP-935E1E26D22F,Dqsrisk State,backend/app/support_layers/quality/decision_quality_stack.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|TEST,
CAP-8189CA8761C9,Dynamic Quality Score,backend/ndsp-live-decision-quality/server.py,false,ndsp-live-decision-quality.service,ndsp-live-decision-quality.service,ACTIVE,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,RESPONSIVE,http://127.0.0.1:443/api/decision/quality-live,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|TEST|UI,
CAP-1FBA01D3C252,Framework Adapter,backend/services/bot_execution/framework-adapter.cjs,false,ndsp-bot_execution.service,ndsp-bot_execution.service,ACTIVE,GET /about,RESPONSIVE,http://127.0.0.1:443/about,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|TEST,
CAP-4515D5FBBBF3,Framework Adapter,backend/services/decision_governance_core/framework-adapter.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /about,RESPONSIVE,http://127.0.0.1:443/about,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,
CAP-56C562461855,Framework Adapter,backend/services/bot_execution/framework-adapter.cjs,false,ndsp-bot_execution.service,ndsp-bot_execution.service,ACTIVE,GET /version,RESPONSIVE,http://127.0.0.1:443/version,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|TEST,
CAP-A34761515678,Framework Adapter,backend/services/decision_governance_core/framework-adapter.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /version,RESPONSIVE,http://127.0.0.1:443/version,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,
CAP-D64F1CFB3F24,Framework Adapter,backend/services/completed_decision/framework-adapter.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /about,RESPONSIVE,http://127.0.0.1:443/about,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,
CAP-D93913F10664,Framework Adapter,backend/services/completed_decision/framework-adapter.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /version,RESPONSIVE,http://127.0.0.1:443/version,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|SERVICE|TEST|UI,
CAP-071618E88E83,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /me/entitlements,RESPONSIVE,http://127.0.0.1:443/me/entitlements,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-0CE111E47411,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /me/channels/telegram/link,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /me/channels/telegram/link
CAP-10D53C6D7918,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /admin/trials,RESPONSIVE,http://127.0.0.1:443/admin/trials,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-11BF5E282765,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /me/watchlist,RESPONSIVE,http://127.0.0.1:443/me/watchlist,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-1736E39D1CE4,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /auth/magic-link,UNSAFE_METHOD_NOT_EXECUTED,,REAL_LIVE,true,true,,false,,true,false,SERVICE|ENDPOINT|TEST,POST /auth/magic-link
CAP-2CC212BF4F8E,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,DELETE /me/watchlist/{asset_id},UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,DELETE /me/watchlist/{asset_id}
CAP-2CD69A7EA838,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /auth/register,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /auth/register
CAP-3965B46743DE,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /admin/registrations/{registration_id}/decision,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /admin/registrations/{registration_id}/decision
CAP-4804EA150D2F,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /brief/today,RESPONSIVE,http://127.0.0.1:443/brief/today,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-538A80545E29,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /me/channels/email/test,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /me/channels/email/test
CAP-55015F233F5A,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /auth/magic-link/verify,RESPONSIVE,http://127.0.0.1:443/auth/magic-link/verify,REAL_LIVE,true,true,,false,,true,false,SERVICE|TEST,
CAP-5B18901D1F22,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /contract/status,RESPONSIVE,http://127.0.0.1:443/contract/status,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-636B50FAED04,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /me/dashboard,RESPONSIVE,http://127.0.0.1:443/me/dashboard,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-6F83F74440AE,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /assets/{asset_id}/decision,RESPONSIVE,http://127.0.0.1:443/assets/{asset_id}/decision,REAL_LIVE,true,true,,false,,true,false,SERVICE|TEST,
CAP-7A9637DD3A75,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /markets,RESPONSIVE,http://127.0.0.1:443/markets,REAL_LIVE,true,true,,false,,true,false,SERVICE|TEST,
CAP-862CD297F1FD,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /auth/forgot,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /auth/forgot
CAP-8BCDCDA9FCED,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /me/alert-prefs,RESPONSIVE,http://127.0.0.1:443/me/alert-prefs,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-8BFCC7DDCBE0,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /admin/payments/{payment_id}/approve,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /admin/payments/{payment_id}/approve
CAP-931E56E35D55,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /me/channels/telegram/verify,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /me/channels/telegram/verify
CAP-9F3B6AAA223B,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /admin/payments/{payment_id}/reject,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /admin/payments/{payment_id}/reject
CAP-A57ECAABD0D2,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /assets,RESPONSIVE,http://127.0.0.1:443/assets,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-A5C181808EF6,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /auth/2fa/verify,UNSAFE_METHOD_NOT_EXECUTED,,REAL_LIVE,true,true,,false,,true,false,SERVICE|ENDPOINT|TEST,POST /auth/2fa/verify
CAP-B167184CBF84,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /me/watchlist,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /me/watchlist
CAP-B81607E6BCDB,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /admin/health,RESPONSIVE,http://127.0.0.1:443/admin/health,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-BD19C45FECD0,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /payments/checkout,UNSAFE_METHOD_NOT_EXECUTED,,REAL_LIVE,true,true,,false,,true,false,SERVICE|ENDPOINT|TEST,POST /payments/checkout
CAP-C250957D114F,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /account/trial,RESPONSIVE,http://127.0.0.1:443/account/trial,REAL_LIVE,true,true,,false,,true,false,SERVICE|TEST,
CAP-C514A0947E28,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /me/subscription,RESPONSIVE,http://127.0.0.1:443/me/subscription,REAL_LIVE,true,true,,false,,true,false,SERVICE|TEST,
CAP-C8C94E7A8122,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /auth/login,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /auth/login
CAP-C95B03AE5FFB,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /account/activate,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /account/activate
CAP-D0B86CD5E331,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /auth/reset,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,POST /auth/reset
CAP-D6102C7DC3C1,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /packages,RESPONSIVE,http://127.0.0.1:443/packages,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-D8194AB79967,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,POST /payments/webhook,UNSAFE_METHOD_NOT_EXECUTED,,REAL_LIVE,true,true,,false,,true,false,SERVICE|ENDPOINT|TEST,POST /payments/webhook
CAP-E9D779AE5200,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /admin/registrations,RESPONSIVE,http://127.0.0.1:443/admin/registrations,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-F0AA44F7E81A,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,PUT /me/alert-prefs,UNSAFE_METHOD_NOT_EXECUTED,,UNKNOWN,false,true,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|TEST,PUT /me/alert-prefs
CAP-F150D0BAA604,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /admin/layers,RESPONSIVE,http://127.0.0.1:443/admin/layers,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-F402D935EFF7,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /admin/payments,RESPONSIVE,http://127.0.0.1:443/admin/payments,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-FA44BA71A8B0,Frontend Contract,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /assets/{asset_id}/chart,RESPONSIVE,http://127.0.0.1:443/assets/{asset_id}/chart,UNKNOWN,false,true,,false,,true,false,SERVICE|REAL_DATA|TEST,
CAP-F6B5F7A0A680,Frontend Fields Api,backend/app/ndsp_governance/frontend_fields_api.py,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /api/ndsp/frontend-fields/probe,RESPONSIVE,http://127.0.0.1:443/api/ndsp/frontend-fields/probe,REAL_LIVE,true,true,,false,,true,false,SOURCE|SERVICE|TEST,
CAP-9BE0DE3ADC89,Generate Report,backend/app/support_layers/scenario/scenario_engine.py,true,ndsp-scenario-levels-adapter.service,ndsp-scenario-levels-adapter.service,ACTIVE,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,true,,false,,true,false,ENDPOINT|REAL_DATA|TEST,
CAP-75CF22E0AFA6,Get Alert Prefs,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,RESPONSIVE,http://127.0.0.1:443/contract/status,UNKNOWN,false,false,,false,,false,false,SERVICE|REAL_DATA|CALCULATION|TEST|UI,POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|POST /auth/forgot|POST /auth/reset|POST /account/activate|POST /payments/checkout|POST /payments/webhook|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|POST /admin/registrations/{registration_id}/decision|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|POST /auth/forgot|POST /auth/reset|POST /account/activate|POST /payments/checkout|POST /payments/webhook|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|POST /admin/registrations/{registration_id}/decision|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject
CAP-B89CF4208B10,Grade From Score,backend/app/support_layers/quality/decision_quality_stack.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,DISCOVERY_REQUIRED,NO_CONTRACT,,UNKNOWN,false,false,,false,,true,false,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|TEST,
CAP-EEDDE460DD9C,Health,backend/framework/health/health.cjs,false,DISCOVERY_REQUIRED,,NOT_FOUND,GET /health,RESPONSIVE,http://127.0.0.1:443/health,REAL_SNAPSHOT,true,false,,false,,true,false,SOURCE|SERVICE|CALCULATION|TEST,
CAP-4EB8C4DDA8E9,Market Type,backend/ndsp-live-decision-quality/server.py,false,ndsp-live-decision-quality.service,ndsp-live-decision-quality.service,ACTIVE,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,RESPONSIVE,http://127.0.0.1:443/api/decision/quality-live,REAL_SNAPSHOT,true,true,,false,,false,false,SOURCE|TEST|UI,
CAP-A1CD5A0B9B66,Market Type For,backend/ndsp-live-decision-quality/asset_registry_runtime.py,false,ndsp-live-decision-quality.service,ndsp-live-decision-quality.service,ACTIVE,DISCOVERY_REQUIRED,NO_CONTRACT,,REAL_SNAPSHOT,true,true,,false,,true,false,SOURCE|ENDPOINT|TEST,
CAP-F8EDAA44375A,Markets,backend/app/api/v1/frontend_contract.py,true,DISCOVERY_REQUIRED,,NOT_FOUND,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,RESPONSIVE,http://127.0.0.1:443/contract/status,UNKNOWN,false,false,,false,,false,false,SERVICE|REAL_DATA|CALCULATION|TEST|UI,POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|POST /auth/forgot|POST /auth/reset|POST /account/activate|POST /payments/checkout|POST /payments/webhook|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|POST /admin/registrations/{registration_id}/decision|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|POST /auth/forgot|POST /auth/reset|POST /account/activate|POST /payments/checkout|POST /payments/webhook|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|POST /admin/registrations/{registration_id}/decision|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject
