ID	RouteType	PathGuess	SourcePath	SourceLine	SHA256	Snippet	Classification	Notes
UIR-000011	SOURCE_UI_ROUTE_CANDIDATE	/ndsp-admin-force-actions-mobile.css?v=force_delete_visible_20260617	apps/admin-console/NDSP_Admin_Operations_Center.html	67	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<link rel=""stylesheet"" href=""/ndsp-admin-force-actions-mobile.css?v=force_delete_visible_20260617""></head>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000012	SOURCE_UI_ROUTE_CANDIDATE	#overview	apps/admin-console/NDSP_Admin_Operations_Center.html	73	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a class=""active"" href=""#overview"">نظرة عامة</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000013	SOURCE_UI_ROUTE_CANDIDATE	#registrations	apps/admin-console/NDSP_Admin_Operations_Center.html	74	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#registrations"">مراجعة التسجيل</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000014	SOURCE_UI_ROUTE_CANDIDATE	#trials	apps/admin-console/NDSP_Admin_Operations_Center.html	75	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#trials"">التجارب والباقات</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000015	SOURCE_UI_ROUTE_CANDIDATE	#users	apps/admin-console/NDSP_Admin_Operations_Center.html	76	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#users"">المستخدمون</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000016	SOURCE_UI_ROUTE_CANDIDATE	#payments	apps/admin-console/NDSP_Admin_Operations_Center.html	77	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#payments"">المدفوعات</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000017	SOURCE_UI_ROUTE_CANDIDATE	#alerts	apps/admin-console/NDSP_Admin_Operations_Center.html	78	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#alerts"">التنبيهات</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000018	SOURCE_UI_ROUTE_CANDIDATE	#market	apps/admin-console/NDSP_Admin_Operations_Center.html	79	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#market"">الأصول والسوق</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000019	SOURCE_UI_ROUTE_CANDIDATE	#decision	apps/admin-console/NDSP_Admin_Operations_Center.html	80	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#decision"">مراقبة المخرجات</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000020	SOURCE_UI_ROUTE_CANDIDATE	#governance	apps/admin-console/NDSP_Admin_Operations_Center.html	81	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#governance"">الحوكمة</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000021	SOURCE_UI_ROUTE_CANDIDATE	#reports	apps/admin-console/NDSP_Admin_Operations_Center.html	82	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#reports"">التقارير</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000022	SOURCE_UI_ROUTE_CANDIDATE	#deploy	apps/admin-console/NDSP_Admin_Operations_Center.html	83	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#deploy"">النسخ والنشر</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000023	SOURCE_UI_ROUTE_CANDIDATE	#audit	apps/admin-console/NDSP_Admin_Operations_Center.html	84	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	"<a href=""#audit"">سجل الإدارة</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000024	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com	apps/admin-console/NDSP_Design_System.html	8	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000025	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.gstatic.com	apps/admin-console/NDSP_Design_System.html	9	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000026	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap	apps/admin-console/NDSP_Design_System.html	10	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<link href=""https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap"" rel=""stylesheet"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000027	SOURCE_UI_ROUTE_CANDIDATE	ndsp-hud-theme.css	apps/admin-console/NDSP_Design_System.html	94	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<link rel=""stylesheet"" href=""ndsp-hud-theme.css"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000028	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Design_System.html	99	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<svg class=""seal-wm"" viewBox=""0 0 240 240"" aria-hidden=""true""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000029	SOURCE_UI_ROUTE_CANDIDATE	#arcTop	apps/admin-console/NDSP_Design_System.html	110	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<text font-family=""IBM Plex Mono,monospace"" font-size=""15"" letter-spacing=""6"" fill=""#D9B65A""><textPath href=""#arcTop"" startOffset=""50%"" text-anchor=""middle"">HUNTER</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000030	SOURCE_UI_ROUTE_CANDIDATE	#arcBot	apps/admin-console/NDSP_Design_System.html	111	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<text font-family=""IBM Plex Mono,monospace"" font-size=""13"" letter-spacing=""5"" fill=""#D9B65A""><textPath href=""#arcBot"" startOffset=""50%"" text-anchor=""middle"">KSA · 1</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000031	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Design_System.html	115	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<div class=""brand""><svg viewBox=""0 0 240 240""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000032	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Design_System.html	212	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"<span data-i=""note4"">• الشعار: <code>&lt;g id=""hunterSeal""&gt;</code> يُعرّف مرة ويُستدعى بـ <code>&lt;use href=""#hunterSeal""/&gt;</code> في كل صفحة.</span><br>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000033	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com	apps/admin-console/NDSP_Help_Center.html	8	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000034	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.gstatic.com	apps/admin-console/NDSP_Help_Center.html	9	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000035	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap	apps/admin-console/NDSP_Help_Center.html	10	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<link href=""https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap"" rel=""stylesheet"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000036	SOURCE_UI_ROUTE_CANDIDATE	ndsp-hud-theme.css	apps/admin-console/NDSP_Help_Center.html	109	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<link rel=""stylesheet"" href=""ndsp-hud-theme.css"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000037	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Help_Center.html	114	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<svg class=""seal-wm"" viewBox=""0 0 240 240"" aria-hidden=""true""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000038	SOURCE_UI_ROUTE_CANDIDATE	#arcTop	apps/admin-console/NDSP_Help_Center.html	125	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<text font-family=""IBM Plex Mono,monospace"" font-size=""15"" letter-spacing=""6"" fill=""#D9B65A""><textPath href=""#arcTop"" startOffset=""50%"" text-anchor=""middle"">HUNTER</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000039	SOURCE_UI_ROUTE_CANDIDATE	#arcBot	apps/admin-console/NDSP_Help_Center.html	126	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<text font-family=""IBM Plex Mono,monospace"" font-size=""13"" letter-spacing=""5"" fill=""#D9B65A""><textPath href=""#arcBot"" startOffset=""50%"" text-anchor=""middle"">KSA · 1</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000040	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Help_Center.html	130	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"<div class=""brand""><svg viewBox=""0 0 240 240""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000041	SOURCE_UI_ROUTE_CANDIDATE	DSP_Command_Center.html	apps/admin-console/NDSP_Help_Center.html	290	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	"$(""#backBtn"").onclick=()=>{location.href=""DSP_Command_Center.html"";};"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000042	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com	apps/admin-console/NDSP_Terms_Privacy.html	8	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000043	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.gstatic.com	apps/admin-console/NDSP_Terms_Privacy.html	9	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000044	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap	apps/admin-console/NDSP_Terms_Privacy.html	10	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<link href=""https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700;800&display=swap"" rel=""stylesheet"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000045	SOURCE_UI_ROUTE_CANDIDATE	ndsp-hud-theme.css	apps/admin-console/NDSP_Terms_Privacy.html	91	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<link rel=""stylesheet"" href=""ndsp-hud-theme.css"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000046	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Terms_Privacy.html	96	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<svg class=""seal-wm"" viewBox=""0 0 240 240"" aria-hidden=""true""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000047	SOURCE_UI_ROUTE_CANDIDATE	#arcTop	apps/admin-console/NDSP_Terms_Privacy.html	107	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<text font-family=""IBM Plex Mono,monospace"" font-size=""15"" letter-spacing=""6"" fill=""#D9B65A""><textPath href=""#arcTop"" startOffset=""50%"" text-anchor=""middle"">HUNTER</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000048	SOURCE_UI_ROUTE_CANDIDATE	#arcBot	apps/admin-console/NDSP_Terms_Privacy.html	108	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<text font-family=""IBM Plex Mono,monospace"" font-size=""13"" letter-spacing=""5"" fill=""#D9B65A""><textPath href=""#arcBot"" startOffset=""50%"" text-anchor=""middle"">KSA · 1</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000049	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/NDSP_Terms_Privacy.html	112	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"<div class=""brand""><svg viewBox=""0 0 240 240""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000050	SOURCE_UI_ROUTE_CANDIDATE	ndsp-hud-theme.css	apps/admin-console/NMP_Research_Lab.html	91	04f44c02c084e84f846e0d31a6fd51b055d8197fa3d14fe45b29a2e5d2bc802e	"<link rel=""stylesheet"" href=""ndsp-hud-theme.css"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000051	SOURCE_UI_ROUTE_CANDIDATE	/	apps/admin-console/NMP_Research_Lab.html	342	04f44c02c084e84f846e0d31a6fd51b055d8197fa3d14fe45b29a2e5d2bc802e	"<a class=""btn"" href=""/"">العودة للوحة الإدارة</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000052	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com	apps/admin-console/index.html	8	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000053	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.gstatic.com	apps/admin-console/index.html	9	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000054	SOURCE_UI_ROUTE_CANDIDATE	https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700&display=swap	apps/admin-console/index.html	10	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<link href=""https://fonts.googleapis.com/css2?family=Reem+Kufi:wght@400;500;600;700&family=IBM+Plex+Sans+Arabic:wght@300;400;500;600;700&family=IBM+Plex+Mono:wght@400;500;600&family=Sora:wght@300;400;600;700&display=swap"" rel=""stylesheet"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000055	SOURCE_UI_ROUTE_CANDIDATE	/ndsp-admin-controls.css?v=20260610_014642	apps/admin-console/index.html	166	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<link rel=""stylesheet"" href=""/ndsp-admin-controls.css?v=20260610_014642"" />"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000056	SOURCE_UI_ROUTE_CANDIDATE	ndsp-hud-theme.css	apps/admin-console/index.html	167	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<link rel=""stylesheet"" href=""ndsp-hud-theme.css"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000057	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/index.html	172	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<svg class=""seal-wm"" viewBox=""0 0 240 240"" aria-hidden=""true""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000058	SOURCE_UI_ROUTE_CANDIDATE	#arcTop	apps/admin-console/index.html	183	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<text font-family=""IBM Plex Mono,monospace"" font-size=""15"" letter-spacing=""6"" fill=""#D9B65A""><textPath href=""#arcTop"" startOffset=""50%"" text-anchor=""middle"">HUNTER</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000059	SOURCE_UI_ROUTE_CANDIDATE	#arcBot	apps/admin-console/index.html	184	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<text font-family=""IBM Plex Mono,monospace"" font-size=""13"" letter-spacing=""5"" fill=""#D9B65A""><textPath href=""#arcBot"" startOffset=""50%"" text-anchor=""middle"">KSA · 1</textPath></text>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000060	SOURCE_UI_ROUTE_CANDIDATE	#hunterSeal	apps/admin-console/index.html	191	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<svg viewBox=""0 0 240 240""><use href=""#hunterSeal""/></svg>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000061	SOURCE_UI_ROUTE_CANDIDATE	/NMP_Research_Lab.html	apps/admin-console/index.html	1586	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<a href=""/NMP_Research_Lab.html"" style=""display:inline-block;padding:12px 16px;border-radius:14px;background:#d4af37;color:#090909;font-parameter:800;text-decoration:none"">NMP Research Lab</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000062	SOURCE_UI_ROUTE_CANDIDATE	/research/	apps/admin-console/index.html	1596	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<a href=""/research/"" style=""display:inline-flex;padding:10px 14px;border-radius:12px;border:1px solid rgba(217,182,90,.35);background:rgba(7,10,16,.88);color:#F2D27A;text-decoration:none;font-size:13px"">"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000063	SOURCE_UI_ROUTE_CANDIDATE	/	apps/admin-console/owner-layers.html	102	d798d7b634e3726e01b50e9633af1213d4aa26ad7b005ca238d7aaa2e339a653	"<a href=""/"">العودة للوحة الإدارة</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000064	SOURCE_UI_ROUTE_CANDIDATE	/	apps/admin-console/research/index.html	46	cbd6de5f4a7e25703efc52b72481e400a9d84fcd50eff3215aaacd330dbb1354	"<a class=""back"" href=""/"">العودة لمركز العمليات</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000065	SOURCE_UI_ROUTE_CANDIDATE	/NMP_Research_Lab.html	apps/admin-console/research/index.html	57	cbd6de5f4a7e25703efc52b72481e400a9d84fcd50eff3215aaacd330dbb1354	"<a href=""/NMP_Research_Lab.html"">فتح مختبر NMP</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000066	SOURCE_UI_ROUTE_CANDIDATE	/research/TDL_Research_Lab.html	apps/admin-console/research/index.html	63	cbd6de5f4a7e25703efc52b72481e400a9d84fcd50eff3215aaacd330dbb1354	"<a href=""/research/TDL_Research_Lab.html"">فتح مختبر TDL</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000067	SOURCE_UI_ROUTE_CANDIDATE	/research/NMP_Research_Level.html	apps/admin-console/research/index.html	69	cbd6de5f4a7e25703efc52b72481e400a9d84fcd50eff3215aaacd330dbb1354	"<a href=""/research/NMP_Research_Level.html"">فتح المستوى البحثي</a>"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000068	SOURCE_UI_ROUTE_CANDIDATE	/_next/static/media/280fac012b00b901-s.p.10sk5q~m.vz5z.woff2	apps/public-landing/NDSP_Landing.html	1	d720951352f0eab361af86a4969b471e9fc61c0402eca71ab217f8e8d3897130	"<!DOCTYPE html><html lang=""ar"" dir=""rtl"" class=""dark cairo_a5ee9d0d-module__yPz62W__variable ibm_plex_sans_arabic_9463dc26-module__Li4I1W__variable""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" href=""/_next/static/media/280fac012b00b901-s.p.10sk5q~m.vz5z.woff2"" as=""font"" crossorigin="""" type=""font/woff2""/><link rel=""preload"" href=""/_next/static/media/3347fc7792f0b5ea-s.p.03t-sxw-mfhfr.woff2"" as=""font"" crossorigin="""" type=""font/woff2""/><link rel=""preload"" href=""/_next/static/media/441492499fc86682-s.p.0gfg-v5ghxdlx.woff2"" a"	INFERRED_FROM_SOURCE	Manual verification required
UIR-000069	SOURCE_UI_ROUTE_CANDIDATE	/login/	apps/public-landing/NDSP_Landing.html	2	d720951352f0eab361af86a4969b471e9fc61c0402eca71ab217f8e8d3897130	"</head><body class=""bg-background font-sans antialiased""><div hidden=""""><!--$--><!--/$--></div><main dir=""rtl"" class=""min-h-screen bg-background text-foreground""><section class=""relative overflow-hidden border-b border-border bg-[radial-gradient(circle_at_top_left,rgba(245,199,83,0.12),transparent_36%),linear-gradient(180deg,rgba(255,255,255,0.04),transparent)]""><div class=""mx-auto flex max-w-7xl flex-col gap-12 px-6 py-10 lg:px-10 lg:py-16""><header class=""flex items-center justify-between gap-4""><div class=""flex items-center gap-3""><span class=""flex h-12 w-12 items-center justify-center round"	INFERRED_FROM_SOURCE	Manual verification required
