path,type,size_bytes,mode,owner,group,symlink_target
/opt/ndsp-v53-bridge,DIRECTORY,4096,0o755,0,0,
/opt/ndsp16-api,DIRECTORY,4096,0o755,1000,1000,
/opt/recovery,DIRECTORY,4096,0o755,0,0,
/opt/restructure_ndip.sh,FILE,3774,0o755,0,0,
/opt/safe_cleanup_ndip.sh,FILE,1775,0o755,0,0,
/opt/ndsp-ui-bridge-api/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-ui-bridge-api/main.py,FILE,11251,0o644,0,0,
/opt/ndsp-ui-bridge-api/__pycache__/main.cpython-312.pyc,FILE,14122,0o644,0,0,
/opt/ndsp16-api/docs,DIRECTORY,4096,0o755,1000,1000,
/opt/ndsp16-api/package-lock.json,FILE,30235,0o644,1000,1000,
/opt/ndsp16-api/package.json,FILE,221,0o644,1000,1000,
/opt/ndsp16-api/server.js,FILE,31753,0o644,1000,1000,
/opt/ndsp16-api/docs/NDSP_COMPLETE_SUMMARY.md,FILE,14787,0o644,1000,1000,
/opt/ndsp16-api/docs/NDSP_GOVERNANCE_DOCUMENTATION.md,FILE,20047,0o644,1000,1000,
/opt/ndsp16-api/docs/NDSP_LAYER_MAPPING_REPORT.md,FILE,30858,0o644,1000,1000,
/opt/ndsp16-api/docs/database_schema.sql,FILE,15679,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260424_184844.sqlite3,FILE,40960,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260425_030001.sqlite3,FILE,65536,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260426_030001.sqlite3,FILE,110592,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260427_030001.sqlite3,FILE,110592,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260428_030001.sqlite3,FILE,110592,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260430_030001.sqlite3,FILE,110592,0o644,1000,1000,
/opt/ndip-backups/ndip_saas_20260501_030001.sqlite3,FILE,110592,0o644,1000,1000,
/opt/ndsp-v53-bridge/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-v53-bridge/app.py,FILE,47547,0o755,0,0,
/opt/ndsp-v53-bridge/__pycache__/app.cpython-312.pyc,FILE,53081,0o644,0,0,
/opt/ndsp-change-password-gateway/app.py,FILE,7891,0o644,0,0,
/opt/ndsp-change-password-gateway/requirements.txt,FILE,106,0o644,0,0,
/opt/ndsp-change-password-gateway/venv,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/include,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib64,SYMLINK,3,0o777,0,0,lib
/opt/ndsp-change-password-gateway/venv/pyvenv.cfg,FILE,177,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/bin/Activate.ps1,FILE,9033,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/bin/activate,FILE,2064,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/bin/activate.csh,FILE,934,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/bin/activate.fish,FILE,2209,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/bin/dotenv,FILE,194,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/fastapi,FILE,192,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/idna,FILE,189,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/pip,FILE,255,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/pip3,FILE,255,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/pip3.12,FILE,255,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/python,SYMLINK,7,0o777,0,0,python3
/opt/ndsp-change-password-gateway/venv/bin/python3,SYMLINK,16,0o777,0,0,/usr/bin/python3
/opt/ndsp-change-password-gateway/venv/bin/python3.12,SYMLINK,7,0o777,0,0,python3
/opt/ndsp-change-password-gateway/venv/bin/uvicorn,FILE,193,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/watchfiles,FILE,193,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/websockets,FILE,195,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/bin/wheel,FILE,248,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/_distutils_hack,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/_yaml,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/annotated_types,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/annotated_types-0.7.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/anyio,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/anyio-4.13.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/bcrypt,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/bcrypt-5.0.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/click,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/click-8.4.1.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/distutils-precedence.pth,FILE,151,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/dotenv,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/fastapi,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/fastapi-0.115.6.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/h11,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/h11-0.16.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/httptools,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/httptools-0.8.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/idna,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/idna-3.18.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/packaging,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/packaging-26.2.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/passlib,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/passlib-1.7.4.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip-26.1.2.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/psycopg,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/psycopg-3.2.3.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/psycopg_binary,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/psycopg_binary-3.2.3.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/psycopg_binary.libs,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pydantic,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pydantic-2.10.4.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pydantic_core,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pydantic_core-2.27.2.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/python_dotenv-1.2.2.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pyyaml-6.0.3.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/setuptools,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/setuptools-82.0.1.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/starlette,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/starlette-0.41.3.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/typing_extensions-4.15.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/typing_extensions.py,FILE,160429,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/uvicorn,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/uvicorn-0.34.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/uvloop,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/uvloop-0.22.1.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/watchfiles,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/watchfiles-1.2.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/websockets,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/websockets-16.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/wheel,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/wheel-0.47.0.dist-info,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/yaml,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/__init__.py,FILE,355,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/__main__.py,FILE,874,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/__pip-runner__.py,FILE,1451,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_vendor,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/py.typed,FILE,286,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/__init__.py,FILE,511,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/build_env.py,FILE,21911,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/cache.py,FILE,10345,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/cli,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/configuration.py,FILE,14568,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/distributions,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/exceptions.py,FILE,32166,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/index,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/locations,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/main.py,FILE,338,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/models,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/network,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/operations,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/pyproject.py,FILE,4555,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/resolution,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/self_outdated_check.py,FILE,8097,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/utils,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/vcs,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/wheel_builder.py,FILE,9010,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__init__.py,FILE,4026,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/cache.py,FILE,9142,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/check.py,FILE,2244,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/completion.py,FILE,4565,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/configuration.py,FILE,10105,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/debug.py,FILE,6543,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/download.py,FILE,5178,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/freeze.py,FILE,3099,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/hash.py,FILE,1679,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/help.py,FILE,1108,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/index.py,FILE,5514,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/inspect.py,FILE,3184,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/install.py,FILE,33733,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/list.py,FILE,13638,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/lock.py,FILE,6027,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/search.py,FILE,5782,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/show.py,FILE,8066,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/uninstall.py,FILE,3868,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/wheel.py,FILE,5880,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/__init__.cpython-312.pyc,FILE,4121,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/cache.cpython-312.pyc,FILE,11323,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/check.cpython-312.pyc,FILE,2584,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/completion.cpython-312.pyc,FILE,5462,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/configuration.cpython-312.pyc,FILE,13408,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/debug.cpython-312.pyc,FILE,9807,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/download.cpython-312.pyc,FILE,7232,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/freeze.cpython-312.pyc,FILE,4294,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/hash.cpython-312.pyc,FILE,2952,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/help.cpython-312.pyc,FILE,1642,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/index.cpython-312.pyc,FILE,7462,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/inspect.cpython-312.pyc,FILE,3956,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/install.cpython-312.pyc,FILE,33603,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/list.cpython-312.pyc,FILE,17490,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/lock.cpython-312.pyc,FILE,7997,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/search.cpython-312.pyc,FILE,7637,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/show.cpython-312.pyc,FILE,11207,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/uninstall.cpython-312.pyc,FILE,4702,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/commands/__pycache__/wheel.cpython-312.pyc,FILE,8232,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__init__.py,FILE,3041,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/constructors.py,FILE,22918,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/pep723.py,FILE,1242,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/req_dependency_group.py,FILE,3145,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/req_file.py,FILE,20521,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/req_install.py,FILE,31845,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/req_set.py,FILE,2828,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/req_uninstall.py,FILE,24099,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/__init__.cpython-312.pyc,FILE,4023,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/constructors.cpython-312.pyc,FILE,25427,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/pep723.cpython-312.pyc,FILE,2699,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/req_dependency_group.cpython-312.pyc,FILE,4640,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/req_file.cpython-312.pyc,FILE,24409,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/req_install.cpython-312.pyc,FILE,34837,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/req_set.cpython-312.pyc,FILE,5428,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/req/__pycache__/req_uninstall.cpython-312.pyc,FILE,31762,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/__init__.py,FILE,5824,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/_json.py,FILE,2711,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/base.py,FILE,25420,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/pkg_resources.py,FILE,10544,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__init__.py,FILE,135,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__,DIRECTORY,4096,0o755,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_compat.py,FILE,2804,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_dists.py,FILE,8711,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_envs.py,FILE,5333,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/__init__.cpython-312.pyc,FILE,362,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/_compat.cpython-312.pyc,FILE,4241,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/_dists.cpython-312.pyc,FILE,12928,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__pycache__/_envs.cpython-312.pyc,FILE,8046,0o644,0,0,
/opt/ndsp-change-password-gateway/venv/lib/python3.12/site-packages/pip/_internal/metadata/__pycache__/__init__.cpython-312.pyc,FILE,6778,0o644,0,0,
