file,line,directive,value
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,336,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,349,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,362,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,375,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,388,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,401,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,414,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,427,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,440,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,453,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,466,proxy_pass,http://127.0.0.1:9095
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,479,include,/etc/nginx/snippets/ndsp-auth-core-clean.conf
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,484,proxy_pass,http://127.0.0.1:19091/api/auth/session
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,494,proxy_pass,http://127.0.0.1:9078/api/completed$is_args$args
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,509,proxy_pass,http://127.0.0.1:9078/api/completed/latest$is_args$args
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,534,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,542,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,549,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,566,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,575,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,582,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,587,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,604,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,613,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,618,proxy_pass,http://127.0.0.1:9027/api/auth/forgot-password
/etc/nginx/conf.d/000-000-my-ndsp-app-clean-golden.conf,630,proxy_pass,http://127.0.0.1:9027/api/auth/reset-password
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,7,root,/var/www/html
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,15,include,/etc/nginx/snippets/ndsp-layers-api-admin-location.conf
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,17,include,/etc/nginx/snippets/ndsp-raw-cot-admin-location.conf
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,26,ssl_certificate,/etc/letsencrypt/live/admin.ndsp.app/fullchain.pem
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,27,ssl_certificate_key,/etc/letsencrypt/live/admin.ndsp.app/privkey.pem
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,29,root,/var/www/ndsp-admin
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,35,proxy_pass,http://127.0.0.1:9068/health
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,44,proxy_pass,http://127.0.0.1:9068/
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,60,include,/etc/nginx/snippets/ndsp-layers-api-admin-location.conf
/etc/nginx/conf.d/000-admin-ndsp-app-canonical-only.conf,62,include,/etc/nginx/snippets/ndsp-raw-cot-admin-location.conf
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,18,proxy_pass,http://127.0.0.1:9061/api/decision/package-v2
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,30,root,/var/www/html
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,52,proxy_pass,http://127.0.0.1:9082/api/decision/quality-live$is_args$args
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,110,proxy_pass,http://127.0.0.1:9028/api/register
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,123,proxy_pass,http://127.0.0.1:9028/api/auth/register
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,138,proxy_pass,http://127.0.0.1:9001/api/completed-decisions$is_args$args
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,154,proxy_pass,http://127.0.0.1:9001/api/completed-decisions/latest$is_args$args
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,173,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,184,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,192,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,200,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,208,include,/etc/nginx/snippets/ndsp-staged-commercial-security.conf
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,216,ssl_certificate,/etc/letsencrypt/live/api.ndsp.app/fullchain.pem
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,217,ssl_certificate_key,/etc/letsencrypt/live/api.ndsp.app/privkey.pem
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,222,proxy_pass,http://127.0.0.1:9020/api/auth/login
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,231,proxy_pass,http://127.0.0.1:9020/api/auth/me
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,240,proxy_pass,http://127.0.0.1:9020/api/auth/logout
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,249,proxy_pass,http://127.0.0.1:9001
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,259,proxy_pass,http://127.0.0.1:9082/api/decision/quality-live$is_args$args
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,307,proxy_pass,http://127.0.0.1:9066
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,314,proxy_pass,http://127.0.0.1:9066
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,347,proxy_pass,http://127.0.0.1:9061/api/decision/package-live
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,361,proxy_pass,http://127.0.0.1:9078/api/completed
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,369,proxy_pass,http://127.0.0.1:9078/api/completed/latest
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,377,proxy_pass,http://127.0.0.1:9078$request_uri
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,385,proxy_pass,http://127.0.0.1:9078$request_uri
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,393,proxy_pass,http://127.0.0.1:9078$request_uri
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,401,proxy_pass,http://127.0.0.1:9079/health
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,409,proxy_pass,http://127.0.0.1:9079/api/governance/evaluate
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,436,proxy_pass,http://127.0.0.1:9028/api/register
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,449,proxy_pass,http://127.0.0.1:9028/api/auth/register
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,464,proxy_pass,http://127.0.0.1:9001/api/completed-decisions$is_args$args
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,480,proxy_pass,http://127.0.0.1:9001/api/completed-decisions/latest$is_args$args
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,499,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,510,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,518,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,526,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,533,proxy_pass,http://127.0.0.1:9090/api/trial/status
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,547,proxy_pass,http://127.0.0.1:9090/api/trial/seats
/etc/nginx/conf.d/000-api-ndsp-app-canonical.conf,557,proxy_pass,http://127.0.0.1:9090/api/launch/status
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,17,root,/var/www/html
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,27,root,/var/www/html
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,35,proxy_pass,https://api.ndsp.app/api/auth/reset-password
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,57,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,65,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,73,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,84,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,92,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,100,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,108,include,/etc/nginx/snippets/ndsp-staged-commercial-security.conf
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,113,root,/var/www/ndsp
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,115,ssl_certificate,/etc/letsencrypt/live/api.ndsp.app/fullchain.pem
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,116,ssl_certificate_key,/etc/letsencrypt/live/api.ndsp.app/privkey.pem
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,133,proxy_pass,http://127.0.0.1:9020/api/auth/login
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,142,proxy_pass,http://127.0.0.1:9019/api/trial/register/health
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,154,proxy_pass,http://127.0.0.1:9019/api/trial/register/
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,166,proxy_pass,http://127.0.0.1:9019/api/trial/invites/validate
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,193,root,/var/www/html
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,201,proxy_pass,https://api.ndsp.app/api/auth/reset-password
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,219,proxy_pass,http://127.0.0.1:9083/api/decision/nmp-timeframes-live$is_args$args
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,226,proxy_pass,http://127.0.0.1:9083/api/decision/quality-contract-v52$is_args$args
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,233,proxy_pass,http://127.0.0.1:9083/health
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,245,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,253,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,261,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,272,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,280,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,288,root,/var/www/ndsp-my
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,295,proxy_pass,http://127.0.0.1:9090/api/trial/status
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,309,proxy_pass,http://127.0.0.1:9090/api/trial/seats
/etc/nginx/conf.d/000-ndsp-app-public-canonical-only.conf,319,proxy_pass,http://127.0.0.1:9090/api/launch/status
