file,detector,direction,momentum_index,opposite_index,reference_price_type,opposite_candle_rule,nmp_formula,nmp_price,touch,bounce,false_break,max_reaction_pct
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bullish,140,135,open,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bullish,140,135,close,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bullish,140,135,midpoint,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bullish,140,135,high,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bullish,140,135,low,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bearish,522,520,open,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + open,2279.15,1,1,1,1.2241
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bearish,522,520,close,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + close,2284.95,1,1,1,1.4749
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bearish,522,520,midpoint,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + midpoint,2282.05,1,1,1,1.3497
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bearish,522,520,high,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + high,2286.25,1,1,1,1.5309
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC5,bearish,522,520,low,last_opposite_candle_before_momentum,ROC5 + Opposite Candle + low,2277.75,1,1,1,1.1634
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bullish,140,135,open,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bullish,140,135,close,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bullish,140,135,midpoint,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bullish,140,135,high,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bullish,140,135,low,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bearish,521,520,open,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + open,2279.15,1,1,1,1.2241
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bearish,521,520,close,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + close,2284.95,1,1,1,1.4749
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bearish,521,520,midpoint,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + midpoint,2282.05,1,1,1,1.3497
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bearish,521,520,high,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + high,2286.25,1,1,1,1.5309
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC10,bearish,521,520,low,last_opposite_candle_before_momentum,ROC10 + Opposite Candle + low,2277.75,1,1,1,1.1634
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bullish,140,135,open,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bullish,140,135,close,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bullish,140,135,midpoint,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bullish,140,135,high,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bullish,140,135,low,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bearish,524,523,open,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + open,2262.15,1,0,1,0.2962
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bearish,524,523,close,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + close,2268.85,1,1,1,0.5906
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bearish,524,523,midpoint,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + midpoint,2265.5,1,0,1,0.4436
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bearish,524,523,high,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + high,2274.85,1,1,1,0.8528
NDIP_MT4_CANDLES_ETHUSD_M30.csv,ROC14,bearish,524,523,low,last_opposite_candle_before_momentum,ROC14 + Opposite Candle + low,2261.45,1,0,1,0.2653
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bullish,140,135,open,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bullish,140,135,close,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bullish,140,135,midpoint,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bullish,140,135,high,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bullish,140,135,low,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bearish,522,520,open,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + open,2279.15,1,1,1,1.2241
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bearish,522,520,close,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + close,2284.95,1,1,1,1.4749
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bearish,522,520,midpoint,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + midpoint,2282.05,1,1,1,1.3497
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bearish,522,520,high,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + high,2286.25,1,1,1,1.5309
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM5,bearish,522,520,low,last_opposite_candle_before_momentum,MOM5 + Opposite Candle + low,2277.75,1,1,1,1.1634
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bullish,140,135,open,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bullish,140,135,close,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bullish,140,135,midpoint,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bullish,140,135,high,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bullish,140,135,low,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bearish,521,520,open,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + open,2279.15,1,1,1,1.2241
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bearish,521,520,close,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + close,2284.95,1,1,1,1.4749
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bearish,521,520,midpoint,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + midpoint,2282.05,1,1,1,1.3497
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bearish,521,520,high,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + high,2286.25,1,1,1,1.5309
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM10,bearish,521,520,low,last_opposite_candle_before_momentum,MOM10 + Opposite Candle + low,2277.75,1,1,1,1.1634
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bullish,140,135,open,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bullish,140,135,close,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bullish,140,135,midpoint,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bullish,140,135,high,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bullish,140,135,low,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bearish,524,523,open,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + open,2262.15,1,0,1,0.2962
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bearish,524,523,close,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + close,2268.85,1,1,1,0.5906
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bearish,524,523,midpoint,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + midpoint,2265.5,1,0,1,0.4436
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bearish,524,523,high,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + high,2274.85,1,1,1,0.8528
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MOM14,bearish,524,523,low,last_opposite_candle_before_momentum,MOM14 + Opposite Candle + low,2261.45,1,0,1,0.2653
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bullish,760,758,open,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + open,2319.75,1,1,1,3.5823
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bullish,760,758,close,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + close,2315.45,1,1,1,3.7746
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bullish,760,758,midpoint,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + midpoint,2317.6,1,1,1,3.6784
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bullish,760,758,high,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + high,2320.25,1,1,1,3.56
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bullish,760,758,low,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + low,2313.75,1,1,1,3.8509
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bearish,670,667,open,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + open,2395.85,1,1,0,3.8066
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bearish,670,667,close,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + close,2399.2,1,1,0,3.9409
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bearish,670,667,midpoint,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + midpoint,2397.5249999999996,1,1,0,3.8738
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bearish,670,667,high,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + high,2399.65,1,1,0,3.9589
NDIP_MT4_CANDLES_ETHUSD_M30.csv,CCI20,bearish,670,667,low,last_opposite_candle_before_momentum,CCI20 + Opposite Candle + low,2392.65,1,1,0,3.6779
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bullish,141,135,open,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bullish,141,135,close,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bullish,141,135,midpoint,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bullish,141,135,high,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bullish,141,135,low,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bearish,523,520,open,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + open,2279.15,1,1,1,1.2241
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bearish,523,520,close,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + close,2284.95,1,1,1,1.4749
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bearish,523,520,midpoint,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + midpoint,2282.05,1,1,1,1.3497
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bearish,523,520,high,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + high,2286.25,1,1,1,1.5309
NDIP_MT4_CANDLES_ETHUSD_M30.csv,MACD_HIST,bearish,523,520,low,last_opposite_candle_before_momentum,MACD_HIST + Opposite Candle + low,2277.75,1,1,1,1.1634
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bullish,139,135,open,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bullish,139,135,close,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bullish,139,135,midpoint,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bullish,139,135,high,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bullish,139,135,low,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bearish,363,362,open,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + open,2391.25,1,1,0,3.7219
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bearish,363,362,close,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + close,2392.15,1,1,0,3.7581
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bearish,363,362,midpoint,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + midpoint,2391.7,1,1,0,3.74
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bearish,363,362,high,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + high,2393.95,1,1,0,3.8305
NDIP_MT4_CANDLES_ETHUSD_M30.csv,STOCH14,bearish,363,362,low,last_opposite_candle_before_momentum,STOCH14 + Opposite Candle + low,2378.35,1,1,0,3.1997
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bullish,139,135,open,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + open,2113.75,1,1,0,7.3897
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bullish,139,135,close,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + close,2113.35,1,1,0,7.41
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bullish,139,135,midpoint,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + midpoint,2113.55,1,1,0,7.3999
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bullish,139,135,high,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + high,2118.1,1,1,0,7.1692
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bullish,139,135,low,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + low,2108.55,0,0,0,7.6545
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bearish,363,362,open,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + open,2391.25,1,1,0,3.7219
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bearish,363,362,close,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + close,2392.15,1,1,0,3.7581
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bearish,363,362,midpoint,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + midpoint,2391.7,1,1,0,3.74
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bearish,363,362,high,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + high,2393.95,1,1,0,3.8305
NDIP_MT4_CANDLES_ETHUSD_M30.csv,WILLIAMS14,bearish,363,362,low,last_opposite_candle_before_momentum,WILLIAMS14 + Opposite Candle + low,2378.35,1,1,0,3.1997
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bullish,330,327,open,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + open,2253.15,1,1,0,6.2757
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bullish,330,327,close,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + close,2251.35,1,1,0,6.3606
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bullish,330,327,midpoint,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + midpoint,2252.25,1,1,0,6.3181
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bullish,330,327,high,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + high,2258.15,1,1,1,6.0403
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bullish,330,327,low,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + low,2248.45,1,1,0,6.4978
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bearish,57,55,open,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + open,2124.55,1,0,1,0.3436
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bearish,57,55,close,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + close,2128.25,1,1,1,0.5169
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bearish,57,55,midpoint,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + midpoint,2126.4,1,0,1,0.4303
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bearish,57,55,high,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + high,2131.85,1,1,1,0.6849
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY,bearish,57,55,low,last_opposite_candle_before_momentum,PRICE_BODY + Opposite Candle + low,2123.8,1,0,1,0.3084
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bullish,796,793,open,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + open,2312.85,1,1,1,0.6572
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bullish,796,793,close,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + close,2310.6,1,1,1,0.7552
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bullish,796,793,midpoint,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + midpoint,2311.725,1,1,1,0.7062
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bullish,796,793,high,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + high,2318.55,1,0,1,0.4097
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bullish,796,793,low,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + low,2301.15,1,1,1,1.169
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bearish,57,55,open,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + open,2124.55,1,0,1,0.3436
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bearish,57,55,close,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + close,2128.25,1,1,1,0.5169
NDIP_MT4_CANDLES_ETHUSD_M30.csv,PRICE_BODY_ATR,bearish,57,55,midpoint,last_opposite_candle_before_momentum,PRICE_BODY_ATR + Opposite Candle + midpoint,2126.4,1,0,1,0.4303
