capability_id,environment_variable_name,source_location,values_exposed
CAP-235EF538DEF9,NDSP_ADMIN_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_ADMIN_UI_PROXY_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_ADMIN_USERS_JSON,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_ADMIN_USERS_OFFICIAL_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_ALLOW_UNVERIFIED_ADMIN_JWT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_API_COMPAT_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_DATABASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_DEBUG_ACTIVATION_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_DEVICE_GUARD_SALT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_PLATFORM_GATEWAY_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_PLATFORM_GATEWAY_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_PUBLIC_APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_PUBLIC_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_SESSION_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_SMTP_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_SMTP_PASS,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_SMTP_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_TELEGRAM_BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_TRIAL_DAYS,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_TRIAL_REGISTER_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_USER_DASHBOARD_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NDSP_USER_LOGIN_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NOWPAYMENTS_API_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NOWPAYMENTS_IPN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,NOWPAYMENTS_PRICE_CURRENCY,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,OUT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,OUT_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PATH,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PGDATABASE,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PGHOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PGPASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PGPORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PGURL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PGUSER,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PG_CONNECTION_STRING,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PG_URI,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_DB,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_PASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_URI,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,POSTGRES_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PUBLIC_APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,PUBLIC_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,RAW,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,RC,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,REPORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,ROOT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,S,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SALT,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SECRET_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SERVICE_NAME,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SESSION_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SIZE,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SMTP_ADMIN_TO,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SMTP_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SMTP_PASS,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SMTP_TO,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,SMTP_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,TELEGRAM_BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,TELEGRAM_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,TOKEN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,TS,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,U,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-235EF538DEF9,USER_NAME,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ACCESS_TOKEN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ADMIN_EMAIL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ADMIN_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ADMIN_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ADMIN_TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ALERT_EMAIL_TO,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,APP,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,APPDIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,AUDIT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,AUTH_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,AUTH_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,BACKEND_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,BACKUP,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,BACKUP_ROOT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,BASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,CODE,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DATABASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DB_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DB_NAME,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DB_PASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DB_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DB_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DB_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,DEPLOY_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,EUID,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,FRONTEND_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,HOME_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_ACTIONS_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_ACTION_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_UI_PROXY_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_USERS_JSON,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ADMIN_USERS_OFFICIAL_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_ALLOW_UNVERIFIED_ADMIN_JWT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_API_COMPAT_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_AUTH_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_DATABASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_DEBUG_ACTIVATION_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_DEVICE_GUARD_SALT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_PLATFORM_GATEWAY_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_PLATFORM_GATEWAY_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_PUBLIC_APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_PUBLIC_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_SESSION_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_SMTP_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_SMTP_PASS,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_SMTP_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_TELEGRAM_BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_TRIAL_DAYS,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_TRIAL_REGISTER_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_USER_DASHBOARD_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NDSP_USER_LOGIN_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NOWPAYMENTS_API_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NOWPAYMENTS_IPN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,NOWPAYMENTS_PRICE_CURRENCY,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,OUT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,OUT_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PGDATABASE,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PGHOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PGPASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PGPORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PGURL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PGUSER,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PG_CONNECTION_STRING,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PG_URI,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_DB,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_PASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_URI,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,POSTGRES_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PUBLIC_APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,PUBLIC_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,RAW,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,RC,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,REPORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,ROOT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,S,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SALT,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SECRET_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SERVICE_NAME,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SESSION_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SIZE,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SMTP_ADMIN_TO,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SMTP_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SMTP_PASS,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SMTP_TO,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,SMTP_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,TELEGRAM_BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,TELEGRAM_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,TOKEN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,TS,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,U,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,USER_NAME,LOCAL_ONLY_OR_MODIFIED,false
CAP-A5C181808EF6,X_ADMIN_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,ACCESS_TOKEN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,ADMIN_EMAIL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,ADMIN_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,ADMIN_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,ADMIN_TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,ALERT_EMAIL_TO,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,APP,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,APPDIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,AUDIT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,AUTH_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,AUTH_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,BACKEND_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,BACKUP,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,BACKUP_ROOT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,BASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,CODE,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DATABASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DB_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DB_NAME,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DB_PASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DB_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DB_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DB_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,DEPLOY_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,EUID,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,FRONTEND_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,HOME_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_ACTIONS_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_ACTION_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_UI_PROXY_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_USERS_JSON,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ADMIN_USERS_OFFICIAL_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_ALLOW_UNVERIFIED_ADMIN_JWT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_API_COMPAT_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_AUTH_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_DATABASE_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_DEBUG_ACTIVATION_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_DEVICE_GUARD_SALT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_JWT_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_PLATFORM_GATEWAY_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_PLATFORM_GATEWAY_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_PUBLIC_APP_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_PUBLIC_URL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_REGISTER_COMPAT_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_SESSION_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_SMTP_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_SMTP_PASS,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_SMTP_USER,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_TELEGRAM_BOT_TOKEN,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_TELEGRAM_CHAT_ID,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_TRIAL_DAYS,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_TRIAL_REGISTER_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_USER_DASHBOARD_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NDSP_USER_LOGIN_PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NOWPAYMENTS_API_KEY,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NOWPAYMENTS_IPN_SECRET,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,NOWPAYMENTS_PRICE_CURRENCY,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,OUT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,OUT_DIR,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PGDATABASE,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PGHOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PGPASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PGPORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PGURL,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PGUSER,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PG_CONNECTION_STRING,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PG_URI,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,PORT,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,POSTGRES_DB,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,POSTGRES_HOST,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,POSTGRES_PASSWORD,LOCAL_ONLY_OR_MODIFIED,false
CAP-2CD69A7EA838,POSTGRES_PORT,LOCAL_ONLY_OR_MODIFIED,false
