capability_id,route_score,framework,route_source_file,route_line,route_path,method,url,exit_code,http_status,time_total,content_type,accepted,error
CAP-A61CF5BBAA01,170,express,backend/ndsp_admin_ui_proxy.cjs,486,/api/admin-ui/alerts,GET,http://127.0.0.1:25/api/admin-ui/alerts,1,000,0.001371,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-A61CF5BBAA01,170,express,backend/ndsp_admin_ui_proxy.cjs,486,/api/admin-ui/alerts,GET,http://127.0.0.1:53/api/admin-ui/alerts,7,000,0.000327,,false,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server
CAP-A61CF5BBAA01,170,express,backend/ndsp_admin_ui_proxy.cjs,486,/api/admin-ui/alerts,GET,http://127.0.0.1:80/api/admin-ui/alerts,60,301,0.050949,text/html,false,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h"
CAP-A61CF5BBAA01,170,express,backend/ndsp_admin_ui_proxy.cjs,486,/api/admin-ui/alerts,GET,http://127.0.0.1:443/api/admin-ui/alerts,0,400,0.004555,text/html,true,
CAP-C55DEBBD7CB7,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:22/api/auth/2fa/status,1,000,0.053347,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-C55DEBBD7CB7,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:25/api/auth/2fa/status,1,000,0.001465,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-C55DEBBD7CB7,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:53/api/auth/2fa/status,7,000,0.000328,,false,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server
CAP-C55DEBBD7CB7,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:80/api/auth/2fa/status,60,301,0.094538,text/html,false,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h"
CAP-C55DEBBD7CB7,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:443/api/auth/2fa/status,0,400,0.000762,text/html,true,
CAP-D054F1321201,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:22/api/auth/2fa/status,1,000,0.138047,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-D054F1321201,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:25/api/auth/2fa/status,1,000,0.000924,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-D054F1321201,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:53/api/auth/2fa/status,7,000,0.000244,,false,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server
CAP-D054F1321201,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:80/api/auth/2fa/status,60,301,0.266790,text/html,false,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h"
CAP-D054F1321201,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:443/api/auth/2fa/status,0,400,0.002191,text/html,true,
CAP-E6FFD507C6FA,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:22/api/auth/2fa/status,1,000,0.040151,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-E6FFD507C6FA,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:25/api/auth/2fa/status,1,000,0.010494,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-E6FFD507C6FA,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:53/api/auth/2fa/status,7,000,0.000262,,false,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server
CAP-E6FFD507C6FA,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:80/api/auth/2fa/status,60,301,0.069733,text/html,false,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h"
CAP-E6FFD507C6FA,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:443/api/auth/2fa/status,0,400,0.001269,text/html,true,
CAP-F139426B5341,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:22/api/auth/2fa/status,1,000,0.028072,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-F139426B5341,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:25/api/auth/2fa/status,1,000,0.007169,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-F139426B5341,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:53/api/auth/2fa/status,7,000,0.000485,,false,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server
CAP-F139426B5341,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:80/api/auth/2fa/status,60,301,0.085061,text/html,false,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h"
CAP-F139426B5341,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:443/api/auth/2fa/status,0,400,0.006930,text/html,true,
CAP-F56AB637F669,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:22/api/auth/2fa/status,1,000,0.035475,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-F56AB637F669,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:25/api/auth/2fa/status,1,000,0.003459,,false,curl: (1) Received HTTP/0.9 when not allowed
CAP-F56AB637F669,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:53/api/auth/2fa/status,7,000,0.000249,,false,curl: (7) Failed to connect to 127.0.0.1 port 53 after 0 ms: Couldn't connect to server
CAP-F56AB637F669,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:80/api/auth/2fa/status,60,301,0.049804,text/html,false,"curl: (60) SSL: no alternative certificate subject name matches target host name '127.0.0.1'
More details here: https://curl.se/docs/sslcerts.html

curl failed to verify the legitimacy of the server and therefore could not
establish a secure connection to it. To learn more about this situation and
h"
CAP-F56AB637F669,130,express,backend/ndsp_user_login_gateway.cjs,407,/api/auth/2fa/status,GET,http://127.0.0.1:443/api/auth/2fa/status,0,400,0.000614,text/html,true,
